Row ID,Establishment ID,Inspection ID,Company/Franchise,Name,Type,Address,Lat,Long,Status,Minimum inspections per year,Infraction details,Inspection date,Severity,Action,Court outcome,Amount fined
11779,9022105,103966236,ANNEX EARLY LEARNING CENTRE,ANNEX EARLY LEARNING CENTRE,Child Care - Catered,161 MADISON AVE,43.67330732,-79.40492202,Pass,2,,2017-05-10,,,,
11782,9022118,103976341,BORDEN PLACE,BORDEN PLACE,Boarding / Lodging Home - Kitchen,60 BORDEN ST,43.65850111,-79.40608321,Conditional Pass,3,Operator fail to properly maintain equipment,2017-05-29,S - Significant,Notice to Comply,,
11790,9022123,103952043,DOWLING COMMUNITY SERVICE RESIDENCE,DOWLING COMMUNITY SERVICE RESIDENCE,Boarding / Lodging Home - Kitchen,118 DOWLING AVE,43.63625047,-79.43868905,Conditional Pass,3,Operator fail to provide properly equipped mechanical washer,2017-04-28,S - Significant,Notice to Comply,,
11807,9022124,104014929,PARKDALE GUEST HOUSE,PARKDALE GUEST HOUSE,Boarding / Lodging Home - Kitchen,18 MAYNARD AVE,43.63754599,-79.43781859,Conditional Pass,3,Operator fail to properly wash equipment,2017-07-20,M - Minor,Notice to Comply,,
11818,9022145,103993529,CALIFORNIA SANDWICHES,CALIFORNIA SANDWICHES,Restaurant,1603 THE QUEENSWAY,43.617233,-79.542946,Pass,2,Operator fail to properly maintain equipment,2017-06-19,S - Significant,Corrected During Inspection,,
11822,9022189,103997469,MAYNARD RESIDENCE,MAYNARD RESIDENCE,Boarding / Lodging Home - Kitchen,30 MAYNARD AVE,43.63810349,-79.43797258,Pass,3,,2017-06-23,,,,
11827,9022205,104024462,BAKERY ON THE GO,BAKERY ON THE GO,Bakery,819 BATHURST ST,43.66599,-79.411545,Pass,3,Operator fail to properly wash surfaces in rooms,2017-08-02,M - Minor,Notice to Comply,,
11843,9022235,104072461,MALVERN EARLY LEARNING & CHILDCARE CENTRE,MALVERN EARLY LEARNING & CHILDCARE CENTRE,Child Care - Food Preparation,1321 NEILSON RD,43.80795938,-79.21940399,Pass,2,,2017-10-13,,,,
11846,9022267,103980180,ONE STEP AT A TIME CHILDCARE CENTRE,ONE STEP AT A TIME CHILDCARE CENTRE,Child Care - Catered,21 QUEBEC AVE,43.653732,-79.4668385,Pass,2,,2017-06-30,,,,
11849,9022303,104020335,ORIOLE PARKWAY GROUP HOME,ORIOLE PARKWAY GROUP HOME,Institutional Food Service,303 ORIOLE PKWY,43.70106306,-79.40412873,Pass,2,Operator fail to properly wash equipment,2017-07-27,M - Minor,Notice to Comply,,
11852,9022310,104264572,GUILDWOOD CHILD CARE,GUILDWOOD CHILD CARE,Child Care - Food Preparation,85 LIVINGSTON RD,43.74697634,-79.19837776,Pass,1,,2018-10-16,,,,
11853,9022377,104066348,TEN REN'S TEA TIME,TEN REN'S TEA,Food Take Out,3401 DUFFERIN ST,43.72607903,-79.45147044,Pass,2,Operator fail to properly wash surfaces in rooms,2017-09-18,M - Minor,Notice to Comply,,
11868,9022396,104070035,THE HEALTH SHOPPE,THE HEALTH SHOPPE,Food Store (Convenience / Variety),1375 YONGE ST,43.68678056,-79.39324157,Pass,1,,2017-10-10,,,,
11869,9022431,104009836,ICHIRIKI JAPANESE  RESTAURANT,ICHIRIKI JAPANESE  RESTAURANT,Restaurant,120 BLOOR ST E,43.67131039,-79.38386583,Pass,2,Operator fail to properly maintain rooms,2017-07-12,M - Minor,Notice to Comply,,
11882,9022480,104043760,QUALITY BREAD BAKERY,QUALITY BREAD BAKERY,Bakery,1221 MARKHAM RD,43.77875517,-79.23175381,Pass,3,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),2017-08-29,S - Significant,Corrected During Inspection,,
11892,9022541,103962243,CHARLEY'S WEST INDIAN FOODS,CHARLEY'S WEST INDIAN FOODS,Butcher Shop,1170 MORNINGSIDE AVE,43.80110514,-79.1997949,Pass,1,Fail to Hold a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(b),2017-05-05,NA - Not Applicable,Notice to Comply,,
11894,9022551,104044236,PIAZZA MANNA,PIAZZA MANNA,Restaurant,130 KING ST W,43.648045,-79.38345,Pass,3,,2017-08-31,,,,
11899,9022582,103958221,THE FIFTH GRILL & TERRACE,THE FIFTH GRILL & TERRACE,Restaurant,225 RICHMOND ST W,43.649353,-79.389854,Pass,2,,2017-04-28,,,,
11904,9022657,104414575,Starbucks,STARBUCKS,Restaurant,5 ROSEHILL AVE,43.68613634,-79.39288998,Pass,1,,2019-02-21,,,,
11905,9022678,103993173,WOODBINE RACETRACK - FAVOURITES,WOODBINE RACETRACK - FAVOURITES,Restaurant,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,2,Operator fail to provide required supplies at sinks,2017-06-16,S - Significant,Corrected During Inspection,,
11909,9022718,103963945,THE REC ROOM,THE REC ROOM,Child Care - Catered,255 ROYAL YORK RD,43.61270075,-79.49677699,Pass,2,,2017-05-08,,,,
11914,9022745,104001565,WOODBINE RACETRACK - HOOF BEATS KITCHEN,WOODBINE RACETRACK - HOOF BEATS KITCHEN,Restaurant,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,2,,2017-12-12,,,,
11917,9022747,104030981,Tim Hortons,TIM HORTONS,Restaurant,1110 DON MILLS RD,43.73723299,-79.34404809,Conditional Pass,2,Operator fail to properly wash surfaces in rooms,2017-08-14,M - Minor,Notice to Comply,,
11927,9022793,104368675,WOODBINE RACETRACK - Servie Bar #5,WOODBINE RACETRACK - Servie Bar #5,Cocktail Bar / Beverage Room,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,1,,2018-12-19,,,,
11928,9022795,104368679,WOODBINE RACETRACK - SERVICE BAR #2,WOODBINE RACETRACK - SERVICE BAR #2,Cocktail Bar / Beverage Room,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,1,,2018-12-19,,,,
11929,9022797,103993175,WOODBINE RACETRACK -  WILLOWS RESTAURANT,WOODBINE RACETRACK -  WILLOWS RESTAURANT,Restaurant,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,2,,2017-06-16,,,,
11933,9022803,104001563,WOODBINE RACETRACK - FINISH LINE,WOODBINE RACETRACK - FINISH LINE,Cocktail Bar / Beverage Room,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,2,,2017-12-11,,,,
11936,9022828,103963192,ARZ FINE FOOD SUPERMARKET,ARZ FINE FOOD SUPERMARKET,Supermarket,1909 LAWRENCE AVE E,43.74373149,-79.30092313,Pass,2,,2017-05-08,,,,
11940,9022866,104066193,Tim Hortons,TIM HORTONS,Restaurant,90 ADELAIDE ST W,43.64967,-79.381996,Pass,2,,2017-10-03,,,,
11944,9022901,104109571,WOODBINE RACETRACK - CHAMPIONS LOUNGE,WOODBINE RACETRACK - CHAMPIONS LOUNGE,Restaurant,555 REXDALE BLVD,43.70901126,-79.60564162,Pass,2,,2017-12-12,,,,
11947,9022925,103996850,PIASSA INJERA & SPICES,PIASSA INJERA & SPICES,Restaurant,260 DUNDAS ST E,43.65823336,-79.37255735,Conditional Pass,2,Operator fail to properly maintain rooms,2017-06-22,M - Minor,Notice to Comply,,
11965,9022993,103969166,KAJAMA,KAJAMA,Chartered Cruise Boats,208 QUEENS QUAY  W,43.639874,-79.381424,Pass,2,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),2017-05-15,S - Significant,Corrected During Inspection,,
11970,9023026,103933331,GREAT LAKE SEAFOOD TRADING INC,GREAT LAKE SEAFOOD TRADING INC,Food Depot,140 MILNER AVE,43.78624666,-79.24449003,Pass,1,,2017-06-05,,,,
11976,9023107,104024331,BOCCONE DELI & PIZZA BAR,BOCCONE DELI & PIZZA BAR,Restaurant,1384 YONGE ST,43.68633762,-79.39359818,Pass,3,,2017-08-01,,,,
11982,9023201,103990038,ASSOCIAZIONE FAMIGLIE FOSSACESSIANE,ASSOCIAZIONE FAMIGLIE FOSSACESSIANE,Restaurant,430 SIGNET DR,43.76881728,-79.54300457,Pass,1,Fail to Ensure the Presence of the Holder of a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(a),2017-06-13,NA - Not Applicable,Notice to Comply,,
11984,9023248,104008672,ROTI ROTI,ROTI ROTI,Restaurant,979 ALBION RD,43.73622889,-79.56369523,Pass,3,"OPERATE FOOD PREMISE - FAIL TO EQUIP FACILITY WITH CLOTH ROLLER TOWEL, PAPER TOWELS, SINGLE SERVICE TOWELS OR DRYER O. REG  562/90 SEC. 68(3)(E)",2017-07-11,S - Significant,Corrected During Inspection,,
12004,9023251,104083572,MICK E. FYNN'S,MICK E. FYNN'S,Restaurant,45 CARLTON ST,43.66138667,-79.38043818,Pass,3,FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2),2017-10-31,S - Significant,Corrected During Inspection,,
12017,9023260,103968737,DRUXY'S FAMOUS DELI,DRUXY'S FAMOUS DELI,Food Take Out,399 BATHURST ST,43.653706,-79.40606,Pass,3,,2017-05-15,,,,
12022,9023442,103951436,OAKWOOD MANOR,OAKWOOD MANOR,Boarding / Lodging Home - Kitchen,160 OAKWOOD AVE,43.68003776,-79.4361402,Pass,2,Operator fail to properly maintain rooms,2017-04-19,M - Minor,Notice to Comply,,
12027,9023454,103962805,HARBORD CONVENIENCE,HARBORD CONVENIENCE,Food Store (Convenience / Variety),99 HARBORD ST,43.662693,-79.40389,Pass,1,Operator fail to properly maintain rooms,2017-05-05,M - Minor,Notice to Comply,,
12030,9023562,104072946,SAIGON JUICE,SAIGON JUICE,Food Store (Convenience / Variety),404 OLD WESTON RD,43.67440016,-79.46415818,Pass,2,,2017-10-14,,,,
12034,9023580,103970609,HELENA'S MAGIC KITCHEN,HELENA'S MAGIC KITCHEN,Food Court Vendor,109 MC CAUL ST,43.65413,-79.3911,Pass,2,FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14),2017-05-17,S - Significant,Corrected During Inspection,,
12039,9023755,103984652,Tim Hortons,TIM HORTONS,Restaurant,3270 EGLINTON AVE E,43.74409528,-79.21625973,Pass,2,,2017-06-06,,,,
12045,9023810,104069488,THE VILLAGE SHUL TOTS TOGETHER,THE VILLAGE SHUL TOTS TOGETHER,Child Care - Food Preparation,1072 EGLINTON AVE W,43.69999512,-79.43143779,Pass,2,FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14),2017-10-10,S - Significant,Corrected During Inspection,,
12049,9023900,103964606,TERIYAKI QUIK SUSHI,TERIYAKI QUIK SUSHI,Food Take Out,91 FRONT ST E,43.649075,-79.37213,Pass,2,FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),2017-05-09,S - Significant,Corrected During Inspection,,
12059,9023903,104043115,YIANNI'S KITCHEN,YIANNI'S KITCHEN,Food Take Out,93 FRONT ST E,43.64905,-79.37177,Conditional Pass,2,Fail to Produce Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(c),2017-08-29,NA - Not Applicable,Notice to Comply,,
12071,9024000,104017818,OYSTER BOY,OYSTER BOY,Restaurant,872 QUEEN ST W,43.645172,-79.41432,Pass,3,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,2017-07-24,S - Significant,Corrected During Inspection,,
12081,9024028,103960266,CHAMPS FOOD SUPPLIES,CHAMPS FOOD SUPPLIES,Food Depot,11 WIDMER ST,43.646935,-79.39118,Pass,1,,2017-05-02,,,,
12083,9024121,103987852,SHOWBOAT ROYAL GRACE,SHOWBOAT ROYAL GRACE,Chartered Cruise Boats,207 QUEENS QUAY  W,43.639267,-79.380891,Pass,2,,2017-06-09,,,,
12085,9024153,104000943,KING ST MANOR,KING ST MANOR,Boarding / Lodging Home - Kitchen,1326 KING ST W,43.63820218,-79.43206783,Pass,3,,2017-06-28,,,,
12090,9024189,103963850,OUT TAKES,OUT TAKES,Food Take Out,22 LEBOVIC AVE,43.72223958,-79.29211347,Pass,1,,2017-05-08,,,,
12093,9024196,103981558,CAPTAIN MATTHEW FLINDER'S,CAPTAIN MATTHEW FLINDER'S,Chartered Cruise Boats,207 QUEENS QUAY  W,43.639267,-79.380891,Pass,2,Operator fail to properly maintain rooms,2017-06-02,M - Minor,Notice to Comply,,
12094,9024219,104070922,CHURRASQUEIRA BOM APETITE,CHURRASQUEIRA BOM APETITE,Food Take Out,1176 THE QUEENSWAY,43.62231,-79.52184,Pass,2,,2017-10-11,,,,
12097,9024365,103983558,CARIBBEAN HEAT FAMILY RESTAURANT,CARIBBEAN HEAT FAMILY RESTAURANT,Restaurant,1300 FINCH AVE W,43.76484698,-79.48988012,Conditional Pass,3,OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II),2017-06-05,S - Significant,Ticket,Cancelled,
12111,9024430,104105729,COMMERCIAL BAKERIES,COMMERCIAL BAKERIES,Food Store (Convenience / Variety),45 TORBARRIE RD,43.72239088,-79.52172543,Pass,1,,2017-12-06,,,,
12112,9028999,103990899,LITE BITE,LITE BITE,Food Take Out,145 WELLINGTON ST W,43.646076,-79.38497,Pass,2,,2017-06-14,,,,
12117,9029025,104093485,KA WOR YUEN BBQ,KA WOR YUEN BBQ,Food Take Out,3290 MIDLAND AVE,43.80602123,-79.28836735,Pass,2,Operator fail to properly wash equipment,2017-12-05,M - Minor,Notice to Comply,,
12127,9029100,103998764,ED'S REAL SCOOP,ED'S REAL SCOOP,Restaurant,2224 QUEEN ST E,43.67278484,-79.28803225,Pass,1,Operator fail to properly maintain rooms,2017-06-26,M - Minor,Notice to Comply,,
12131,9029114,104079441,McDonald's,McDONALD'S,Restaurant,2 GREYSTONE WALK DR,43.72418953,-79.25306005,Pass,2,Operator fail to properly maintain rooms,2017-10-25,M - Minor,Notice to Comply,,
12134,9029138,103985901,SIEU THI LONG PHAT,SIEU THI LONG PHAT,Supermarket,3372 KEELE ST,43.74605468,-79.48709419,Pass,2,FAIL TO SANITIZE TOILETS ONCE A DAY O. REG  562/90 SEC. 68(4),2017-06-07,S - Significant,Corrected During Inspection,,
12154,9029170,103991004,ALL SAINTS CHURCH,ALL SAINTS CHURCH,Community Kitchen Meal Program,315 DUNDAS ST E,43.658302,-79.37099,Pass,2,Operator fail to properly wash surfaces in rooms,2017-06-14,M - Minor,Notice to Comply,,
12158,9029172,104065267,KFC,TACO BELL KFC,Restaurant,31 TAPSCOTT RD,43.80659311,-79.22201047,Pass,1,,2017-10-02,,,,
12159,9029198,104031865,BAGEL BRIGADE,BAGEL BRIGADE,Restaurant,967 EGLINTON AVE W,43.69993564,-79.42931038,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),2017-10-16,M - Minor,Notice to Comply,,
12169,9029217,103956874,PUPUSESIA EL BUEN SABOR,PUPUSESIA EL BUEN SABOR,Food Court Vendor,9 MILVAN DR,43.75125394,-79.55202363,Pass,2,Operator fail to properly wash surfaces in rooms,2017-04-26,M - Minor,Notice to Comply,,
12177,9029336,104016382,Tim Hortons,TIM HORTONS,Restaurant,1621 BIRCHMOUNT RD,43.76397802,-79.29114178,Pass,2,,2017-07-21,,,,
12182,9029341,104359510,BAYCREST SCHOOL NOURISHMENT PROGRAM,BAYCREST SCHOOL NOURISHMENT PROGRAM,School Nourishment Program,145 BAYCREST AVE,43.72661437,-79.44425476,Pass,1,,2018-12-05,,,,
12183,9029360,103953034,BELLA VISTA,BELLA VISTA,Restaurant,660 COLLEGE ST,43.655186,-79.41648,Pass,2,Operator fail to properly maintain rooms,2017-04-25,M - Minor,Notice to Comply,,
12187,9029364,104092057,N.Y.A.D. MIDLAND,N.Y.A.D. MIDLAND,Child Care - Catered,720 MIDLAND AVE,43.72810967,-79.25669186,Pass,2,,2017-11-14,,,,
12190,9029440,103982865,THE PENALTY BOX PUB,THE PENALTY BOX PUB,Restaurant,90 WOODBINE DOWNS BLVD,43.73976222,-79.60995791,Pass,2,,2017-06-20,,,,
12193,9029487,104147147,BROCK JUNIOR PUBLIC SCHOOL,BROCK JUNIOR PUBLIC SCHOOL,School Nourishment Program,93 MARGUERETTA ST,43.65305827,-79.43784738,Pass,2,,2018-02-08,,,,
12195,9029544,104009449,CAROUSEL CHILDCARE DEVELOPMENT CENTRE,CAROUSEL CHILDCARE DEVELOPMENT CENTRE,Cafeteria - Public Access,623 FINCH AVE W,43.77091689,-79.45390216,Pass,3,,2017-07-12,,,,
12201,9029558,104228480,Starbucks,STARBUCKS COFFEE,Restaurant,43 MILNER AVE,43.78544532,-79.25462726,Pass,2,Operator fail to properly maintain equipment(NON-FOOD),2018-05-28,M - Minor,Notice to Comply,,
12206,9029812,104001781,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,EPIPHANY OF OUR LORD CATHOLIC ACADEMY,School Nourishment Program,3150 PHARMACY AVE,43.7989667,-79.32894348,Pass,1,,2017-06-29,,,,
12207,9030053,103948379,CARIBBEAN CUISINE DELIGHTS,CARIBBEAN CUISINE DELIGHTS,Food Take Out,1700 WILSON AVE,43.7209713,-79.51253119,Pass,2,,2017-04-12,,,,
12211,9030072,104034017,TINY TOM DONUTS,TINY TOM DONUTS,Food Take Out,2 STRACHAN AVE,43.637196,-79.41004,Pass,2,Fail to Hold a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(b),2017-08-18,NA - Not Applicable,Notice to Comply,,
12215,9030095,104049534,Tim Hortons,TIM HORTONS,Restaurant,1170 BAY ST,43.66904938,-79.38953737,Pass,2,Operator fail to properly maintain rooms,2017-09-08,M - Minor,Notice to Comply,,
12218,9030138,103965515,SUN-UP BARBECUE CO,SUN-UP BARBECUE CO,Food Take Out,3411 BATHURST ST,43.72696585,-79.43126585,Conditional Pass,3,Operator fail to maintain hazardous food(s) at 4C (40F) or colder.,2017-05-10,C - Crucial,Notice to Comply,,
12247,9030195,103967163,PAGODA,PAGODA,Food Court Vendor,4700 KEELE ST,43.77341869,-79.50234145,Pass,2,,2017-05-11,,,,
12251,9030218,103972221,Tim Hortons,TIM HORTONS,Restaurant,769 YONGE ST,43.67116784,-79.38687652,Pass,2,Operator fail to obtain approval for washroom alteration(s),2017-05-18,M - Minor,Notice to Comply,,
12257,9030249,103969135,CINEPLEX ODEON (OUT TAKES),CINEPLEX ODEON (OUT TAKES),Food Court Vendor,1025 THE QUEENSWAY,43.621063,-79.51554,Pass,2,Operator fail to properly wash surfaces in rooms,2017-05-15,M - Minor,Notice to Comply,,
12262,9030251,103969133,CINEPLEX ODEON (MAIN CONCESSION),CINEPLEX ODEON (MAIN CONCESSION),Food Court Vendor,1025 THE QUEENSWAY,43.621063,-79.51554,Pass,1,Operator fail to properly wash surfaces in rooms,2017-05-15,M - Minor,Notice to Comply,,
12267,9030261,103992621,CINEPLEX ODEON (EAST CONCESSION),CINEPLEX ODEON (EAST CONCESSION),Food Court Vendor,1025 THE QUEENSWAY,43.621063,-79.51554,Pass,1,,2017-06-16,,,,
12272,9030263,104110919,MARKET LANE PUBLIC SCHOOL,MARKET LANE PUBLIC SCHOOL,School Nourishment Program,246 THE ESPLANADE,43.65008,-79.363525,Pass,2,Operator fail to properly maintain rooms,2017-12-18,M - Minor,Notice to Comply,,
12274,9030360,103947523,FAIRBANK MEMORIAL BREAKFAST CLUB,FAIRBANK MEMORIAL BREAKFAST CLUB,School Nourishment Program,555 HARVIE AVE,43.69171183,-79.45540896,Pass,2,,2017-04-11,,,,
12278,9030361,103991443,CORDELLA JR. PUBLIC SCHOOL LUNCH PROGRAM,CORDELLA JR. PUBLIC SCHOOL LUNCH PROGRAM,School Nourishment Program,175 CORDELLA AVE,43.67907867,-79.48758871,Pass,2,,2017-06-15,,,,
12280,9030393,103961194,Subway,SUBWAY,Restaurant,800 WARDEN AVE,43.72571251,-79.28744238,Pass,1,,2017-05-03,,,,
12285,9030456,103945935,BELL MEDIA/EXECUTIVE WIVES,BELL MEDIA/EXECUTIVE WIVES,Cafeteria,40 BAY ST,43.64407,-79.37843,Pass,2,,2017-04-07,,,,
12289,9030457,104311025,7-Eleven,7-ELEVEN,Food Store (Convenience / Variety),260 COLLEGE ST,43.658104,-79.399765,Pass,2,FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F),2018-09-24,M - Minor,Notice to Comply,,
12290,9030462,104084297,ROMI'S PIZZA AND RISTORANTE,ROMI'S PIZZA AND RISTORANTE,Restaurant,3062 BLOOR ST W,43.6471897,-79.51341014,Pass,2,,2017-11-01,,,,
12294,9030531,104026383,LIBERTY GRAND ENTERTAINMENT COMPLEX,LIBERTY GRAND ENTERTAINMENT COMPLEX,Banquet Facility,25 BRITISH COLUMBIA RD,43.631573,-79.4259,Pass,3,Operator fail to properly maintain rooms,2017-08-04,M - Minor,Notice to Comply,,
12304,9030548,104049525,LAS FRONTERAS,LAS FRONTERAS,Restaurant,2300 FINCH AVE W,43.75361963,-79.54227276,Pass,2,Operator fail to provide proper equipment,2017-09-08,M - Minor,Notice to Comply,,
12310,9030570,104076609,NORTH KIPLING JR. MIDDLE SCHOOL BREAKFAST PROGRAM,NORTH KIPLING JR. MIDDLE SCHOOL BREAKFAST PROGRAM,School Nourishment Program,2 ROWNTREE RD,43.75177069,-79.58489585,Pass,2,,2017-10-20,,,,
12314,9030619,103945957,SCOTIABANK ARENA  P-103 MACCHEESY'S,SCOTIABANK ARENA  P-103 MACCHEESY'S,Food Take Out,40 BAY ST,43.64407,-79.37843,Pass,2,,2017-04-07,,,,
12319,9030620,103945964,PANTRY A,PANTRY A,Commissary,40 BAY ST,43.64407,-79.37843,Pass,2,FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C),2017-04-07,S - Significant,Corrected During Inspection,,
12324,9030621,103945972,PANTRY B,PANTRY B,Commissary,40 BAY ST,43.64407,-79.37843,Pass,2,FAIL TO WASH LARGE UTENSIL WITH DETERGENT SOLUTION O. REG  562/90 SEC. 82,2017-04-07,S - Significant,Corrected During Inspection,,
12329,9030622,103945977,PANTRY C,PANTRY C,Food Take Out,40 BAY ST,43.64407,-79.37843,Pass,2,,2017-04-07,,,,
12334,9030623,103945982,PANTRY D,PANTRY D,Commissary,40 BAY ST,43.64407,-79.37843,Pass,2,,2017-04-07,,,,
12339,9030638,104281656,Starbucks,STARBUCKS,Restaurant,1250 BAY ST,43.67069786,-79.39016636,Pass,1,,2018-08-13,,,,
12340,9030640,104014140,JAPANESE CANADIAN CULTURAL CENTRE,JAPANESE CANADIAN CULTURAL CENTRE,Banquet Facility,6 GARAMOND CRT,43.72597268,-79.33407036,Pass,3,,2017-07-19,,,,
12346,9030708,104107227,ST. ROSE OF LIMA BREAKFAST CLUB,ST. ROSE OF LIMA BREAKFAST CLUB,School Nourishment Program,3216 LAWRENCE AVE E,43.7570227,-79.24155542,Pass,1,,2017-12-12,,,,
12347,9030765,104360803,PINEWAY PUBLIC SCHOOL,PINEWAY PUBLIC SCHOOL,School Nourishment Program,110 PINEWAY BLVD,43.79577821,-79.37472877,Pass,1,,2018-12-07,,,,
12348,9030789,103989610,NORTH WEST CHILDHOOD LEARNING CENTRE,NORTH WEST CHILDHOOD LEARNING CENTRE,Child Care - Food Preparation,2978 ISLINGTON AVE,43.75865407,-79.5712193,Pass,3,,2017-06-13,,,,
12354,9030842,104063249,Dairy Queen,DAIRY QUEEN,Ice Cream / Yogurt Vendors,2620 ISLINGTON AVE,43.7362292,-79.56531626,Pass,2,,2017-09-28,,,,
12358,9030919,104012936,Tim Hortons,TIM HORTONS,Restaurant,171 BENTWORTH AVE,43.71947212,-79.46825884,Conditional Pass,2,Operator fail to maintain hazardous food(s) at -18C (0F) or colder,2017-07-17,S - Significant,Notice to Comply,,
12369,9030959,104096812,RODNEY'S OYSTER HOUSE,RODNEY'S OYSTER HOUSE,Restaurant,469 KING ST W,43.645054,-79.3966,Pass,2,,2017-11-24,,,,
12375,9030970,104058103,Tim Hortons,TIM HORTONS,Food Take Out,610 UNIVERSITY AVE,43.658073,-79.390594,Pass,1,,2017-09-25,,,,
12377,9031003,103977307,ROYAL CANADIAN LEGION BRANCH 344,ROYAL CANADIAN LEGION BRANCH 344,Private Club,1395 LAKE SHORE BLVD W,43.63423762,-79.43918114,Pass,2,Operator fail to properly wash equipment,2017-06-13,M - Minor,Notice to Comply,,
12380,9031069,104073596,DAWES ROAD CENTRE FOR EARLY LEARNING,DAWES ROAD CENTRE FOR EARLY LEARNING,Child Care - Catered,391 DAWES RD,43.70177809,-79.29675842,Pass,2,,2017-10-16,,,,
12383,9031080,104096814,CAVIAR DIRECT,CAVIAR DIRECT,Food Store (Convenience / Variety),93 FRONT ST E,43.64905,-79.37177,Pass,1,,2017-11-21,,,,
12385,9031081,104016409,MANCHU WOK,MANCHU WOK,Food Take Out,200 WELLINGTON ST W,43.645737,-79.38715,Pass,3,OPERATOR FAIL TO ENSURE SINGLE-SERVICE ARTICLES KEPT IN MANNER PREVENTING CONTAMINATION O. REG  562/90 SEC. 59(D),2017-07-25,S - Significant,Corrected During Inspection,,
12396,9031124,104085320,Starbucks,STARBUCKS COFFEE,Food Take Out,555 UNIVERSITY AVE,43.65737215,-79.38743746,Pass,3,Operate food premise - two-sink equipment not of corrosion-resistant material O. Reg  562/90 Sec. 72(1)(b)(ii),2017-11-02,S - Significant,Corrected During Inspection,,
12403,9031125,104094123,SHOPPERS DRUG MART,SHOPPERS DRUG MART,Food Store (Convenience / Variety),555 UNIVERSITY AVE,43.65737215,-79.38743746,Pass,1,,2017-11-16,,,,
12404,9031126,104089738,SPECIALITY FOOD SHOP,SPECIALITY FOOD SHOP,Food Store (Convenience / Variety),555 UNIVERSITY AVE,43.65737215,-79.38743746,Pass,2,,2017-11-09,,,,
12407,9031160,104094009,LA CAFE MICHI,LA CAFE MICHI,Restaurant,1802 PHARMACY AVE,43.77560211,-79.31777191,Pass,2,IMMERSE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE O. REG  562/90 SEC. 75(1)(B),2017-11-16,S - Significant,Corrected During Inspection,,
12421,9031163,104063808,Tim Hortons,TIM HORTONS,Restaurant,853 THE QUEENSWAY,43.624733,-79.50977,Pass,2,Operator fail to properly wash surfaces in rooms,2017-09-29,M - Minor,Notice to Comply,,
12425,9031222,104040066,FOGGY DEW IRISH PUB,FOGGY DEW IRISH PUB,Restaurant,803 KING ST W,43.64285,-79.40732,Pass,3,,2017-08-25,,,,
12456,9031374,104106897,COMMUNITY CENTRE 55 - CHILDREN SERVICES (97 MAIN STREET),COMMUNITY CENTRE 55 - CHILDREN SERVICES (97 MAIN STREET),Child Care - Catered,97 MAIN ST,43.68210173,-79.29913405,Pass,2,,2017-12-07,,,,
12459,9031375,104057350,JOHN ENGLISH BREAKFAST CLUB,JOHN ENGLISH BREAKFAST CLUB,School Nourishment Program,95 MIMICO AVE,43.61186431,-79.49442127,Pass,2,,2017-09-20,,,,
12462,9031410,104083996,LAMBTON PARK CHILD CARE CENTRE,LAMBTON PARK CHILD CARE CENTRE,School Nourishment Program,50 BERNICE CRES,43.66758456,-79.49831076,Pass,1,,2017-11-01,,,,
12464,9031528,104092990,CHEESE BOUTIQUE,CHEESE BOUTIQUE,Supermarket,45 RIPLEY AVE,43.63850561,-79.47518822,Pass,2,,2017-11-15,,,,
